nome,idade_anos,prs_aceitas,total_releases,dias_desde_atualizacao,linguagem,razao_issues_fechadas,total_forks,licenca,possui_ci_cd,total_linguagens
NaiboWang/EasySpider,6.08,46,10,44,JavaScript,0.6488,5371,GNU Affero General Public License v3.0,false,8
paperless-ngx/paperless-ngx,4.51,3543,156,0,Python,0.9992,3032,GNU General Public License v3.0,true,8
AykutSarac/jsoncrack.com,4.54,91,23,62,TypeScript,0.8997,3565,Apache License 2.0,true,6
payloadcms/payload,5.61,7697,574,0,TypeScript,0.9127,4053,MIT License,true,8
sharkdp/fd,9.27,775,44,5,Rust,0.8688,1113,Apache License 2.0,true,4
janhq/jan,3.00,3790,104,2,TypeScript,0.9042,2970,Other,true,10
parcel-bundler/parcel,9.02,2600,52,0,JavaScript,0.9171,2285,MIT License,true,21
streamich/react-use,7.80,1534,257,67,TypeScript,0.4023,3267,The Unlicense,true,2
Kong/kong,11.75,6532,147,0,Lua,0.9833,5204,Apache License 2.0,true,10
yangshun/front-end-interview-handbook,8.59,356,0,3,JavaScript,0.8932,5932,MIT License,false,3
babel/babel,11.88,6739,468,0,TypeScript,0.9350,5981,MIT License,true,6
zen-browser/desktop,2.39,1213,185,0,JavaScript,0.9414,1706,Mozilla Public License 2.0,true,12
lysine-dev/retrofit,15.94,1351,4,2,Java,0.9535,7339,Apache License 2.0,true,2
astaxie/build-web-application-with-golang,14.04,757,0,826,Go,0.5948,10421,"BSD 3-Clause ""New"" or ""Revised"" License",false,4
apache/spark,12.47,8,0,1,Scala,0.5979,29317,Apache License 2.0,true,20
DataExpert-io/data-engineer-handbook,2.74,181,0,13,Jupyter Notebook,0.7664,9185,Não informado,false,5
aymericdamien/TensorFlow-Examples,10.76,88,0,751,Jupyter Notebook,0.2971,14664,Other,false,2
ccxt/ccxt,9.26,15556,247,0,Python,0.9808,8811,MIT License,true,15
ray-project/ray,9.81,32131,128,0,Python,0.8751,7929,Apache License 2.0,true,17
juspay/hyperswitch,3.83,7559,158,0,Rust,0.6811,5069,Apache License 2.0,true,15
colinhacks/zod,6.44,1108,205,0,TypeScript,0.9765,2126,MIT License,true,6
danielmiessler/Fabric,2.62,646,423,7,Go,0.9651,4230,MIT License,true,12
gradio-app/gradio,7.66,5721,1000,1,Python,0.9750,3574,Apache License 2.0,true,13
Light-City/CPlusPlusThings,7.09,78,0,92,C++,0.9654,8808,Não informado,false,3
ziglang/zig,11.03,9540,21,262,Zig,0.7978,3233,MIT License,false,13
alex/what-happens-when,12.77,108,0,727,Não informado,0.1800,5741,Não informado,false,0
Unitech/pm2,13.24,558,138,45,JavaScript,0.8020,2721,Other,true,8
HeyPuter/puter,2.46,2010,22,0,TypeScript,0.9902,4001,GNU Affero General Public License v3.0,true,7
FuelLabs/fuels-rs,4.79,915,121,48,Rust,0.9246,1359,Apache License 2.0,true,3
zbezj/HEU_KMS_Activator,7.15,0,54,41,Não informado,0.1561,3921,Não informado,false,0
FuelLabs/fuels-ts,4.95,1979,156,142,TypeScript,0.9609,1364,Apache License 2.0,true,9
mifi/lossless-cut,9.79,266,106,1,TypeScript,0.8536,2122,GNU General Public License v2.0,true,6
deepspeedai/DeepSpeed,6.56,3166,115,0,Python,0.6544,4932,Apache License 2.0,true,8
faif/python-patterns,14.19,293,0,3,Python,0.9072,6998,Não informado,true,3
juanfont/headscale,6.15,1349,140,17,Go,0.9380,2503,"BSD 3-Clause ""New"" or ""Revised"" License",true,5
Imbad0202/academic-research-skills,0.47,390,39,1,Python,0.9392,3398,Other,true,6
curl/curl,16.41,211,97,0,C,0.9991,7309,Other,true,13
k88hudson/git-flight-rules,12.07,227,0,24,Não informado,0.8082,3171,Creative Commons Attribution Share Alike 4.0 International,false,0
mingrammer/diagrams,6.54,360,46,0,Python,0.4231,2732,MIT License,true,8
apachecn/ailearning,9.47,478,2,642,Python,0.9661,11518,Other,false,7
Alamofire/Alamofire,12.05,674,106,13,Swift,0.9890,7667,MIT License,true,2
imputnet/cobalt,4.11,252,0,132,Svelte,0.7798,3637,GNU Affero General Public License v3.0,true,6
danny-avila/LibreChat,3.51,4069,94,0,TypeScript,0.9261,8713,MIT License,true,10
saadeghi/daisyui,5.71,604,226,0,JavaScript,0.9936,1676,MIT License,true,4
666ghj/BettaFish,2.13,117,6,6,Python,0.9977,7621,GNU General Public License v2.0,true,3
fastlane/fastlane,11.70,6482,568,1,Ruby,0.9611,6022,MIT License,true,9
LC044/WeChatMsg,3.60,62,0,229,Não informado,0.0000,5289,Não informado,false,0
nolimits4web/swiper,14.42,629,103,10,TypeScript,0.9592,9618,MIT License,false,6
psf/black,8.42,1883,55,6,Python,0.9049,2845,MIT License,true,4
hexojs/hexo,13.90,1000,118,4,TypeScript,0.9885,36,MIT License,true,2
agno-agi/agno,4.29,3612,231,0,Python,0.7731,5775,Apache License 2.0,true,6
aria2/aria2,15.72,258,24,52,C++,0.4306,3889,GNU General Public License v2.0,true,6
dylanaraps/pure-bash-bible,8.18,28,0,992,Shell,0.4286,3637,MIT License,false,1
freefq/free,6.19,0,0,726,Não informado,0.3281,5631,Não informado,false,0
chubin/cheat.sh,9.28,129,0,236,Python,0.5092,1916,MIT License,true,7
dcloudio/uni-app,8.10,582,0,1,Objective-C,0.8647,3708,Apache License 2.0,false,12
apache/dubbo,14.16,6133,114,3,Java,0.8877,26387,Apache License 2.0,true,9
yarnpkg/yarn,10.57,1655,153,96,JavaScript,0.7178,2719,Other,true,5
tabler/tabler,8.54,937,51,0,Astro,0.9531,4407,MIT License,true,6
chatboxai/chatbox,3.45,81,60,2,TypeScript,0.5729,4198,GNU General Public License v3.0,false,9
hpcaitech/ColossalAI,4.80,3708,50,6,Python,0.7450,4502,Apache License 2.0,true,7
sxyazi/yazi,3.11,1272,32,0,Rust,0.9733,984,MIT License,true,6
exelban/stats,7.22,455,348,0,Swift,0.9928,1476,MIT License,true,7
heygen-com/hyperframes,0.44,2114,347,0,TypeScript,0.8881,3939,Apache License 2.0,true,7
nwjs/nw.js,14.62,576,0,3,JavaScript,0.8808,3850,MIT License,false,11
styled-components/styled-components,10.00,1066,239,0,TypeScript,0.9963,2675,MIT License,true,11
XTLS/Xray-core,5.77,1422,119,2,Go,0.9897,5772,Mozilla Public License 2.0,true,4
luongnv89/claude-howto,0.77,65,10,0,Python,0.6341,5020,MIT License,true,6
vuetifyjs/vuetify,9.93,4803,672,0,TypeScript,0.9808,7136,Other,true,7
bailicangdu/vue2-elm,9.65,21,0,492,Vue,0.8114,12253,GNU General Public License v2.0,true,4
zai-org/ChatGLM-6B,3.43,47,0,780,Python,0.5699,5116,Apache License 2.0,false,2
gkd-kit/gkd,3.12,16,75,8,Kotlin,0.9861,1940,GNU General Public License v3.0,true,3
goabstract/Awesome-Design-Tools,7.51,283,0,749,JavaScript,0.4906,2310,MIT License,false,1
QSCTech/zju-icicles,10.13,232,0,208,HTML,0.8846,9581,Não informado,true,20
Hmbown/CodeWhale,0.57,1695,132,0,Rust,0.9370,3531,MIT License,true,13
facebookresearch/faiss,9.52,137,28,1,C++,0.9230,4492,MIT License,true,13
vim/vim,11.00,440,0,0,Vim Script,0.8385,6114,Vim License,true,46
vercel-labs/agent-browser,0.60,580,102,1,Rust,0.4243,2695,Apache License 2.0,true,6
appsmithorg/appsmith,6.13,14321,308,2,TypeScript,0.8137,4728,Apache License 2.0,true,14
ashishps1/awesome-system-design-resources,2.81,3,0,181,Java,0.7714,8635,GNU General Public License v3.0,false,2
remoteintech/remote-jobs,10.84,1454,0,5,JavaScript,0.9804,3948,Other,true,4
bradtraversy/50projects50days,5.75,44,0,536,CSS,0.0000,9721,MIT License,false,3
PatrickJS/awesome-cursorrules,1.91,101,0,78,JavaScript,0.8923,3461,Creative Commons Zero v1.0 Universal,true,1
chakra-ui/chakra-ui,7.00,3016,1000,0,TypeScript,0.9986,3637,MIT License,true,7
GyulyVGC/sniffnet,4.04,547,18,0,Rust,0.8478,1923,Apache License 2.0,true,4
amruthpillai/reactive-resume,6.39,928,135,0,TypeScript,0.9588,4598,MIT License,true,6
trpc/trpc,6.08,3924,239,3,TypeScript,0.8871,1648,MIT License,true,4
pingcap/tidb,10.95,36046,215,0,Go,0.7828,6224,Apache License 2.0,true,11
chatanywhere/GPT_API_free,3.32,1,0,19,Não informado,0.9977,2690,MIT License,false,0
wg/wrk,14.41,0,0,960,C,0.0000,3030,Other,true,4
php/php-src,15.17,5529,60,0,C,0.8221,8122,"BSD 3-Clause ""New"" or ""Revised"" License",true,20
nushell/nushell,7.27,9111,124,0,Rust,0.8108,2209,MIT License,true,9
duckdb/duckdb,8.14,11597,63,2,C++,0.9209,3570,MIT License,true,10
CorentinTh/it-tools,6.36,493,10,0,Vue,0.3160,5341,GNU General Public License v3.0,true,6
LizardByte/Sunshine,4.67,2111,46,0,C++,0.9305,2026,GNU General Public License v3.0,true,18
ManimCommunity/manim,6.24,2129,34,1,Python,0.7788,3025,MIT License,true,5
outline/outline,10.23,5235,166,0,TypeScript,0.9929,3487,Other,true,7
phaserjs/phaser,13.35,1746,178,38,JavaScript,0.9770,7155,MIT License,true,3
microsoft/BitNet,2.03,34,0,20,C++,0.3366,3698,MIT License,false,6
photoprism/photoprism,8.55,959,83,0,Go,0.8360,2312,Other,true,10
gofiber/fiber,6.58,2418,142,0,Go,0.9787,2020,MIT License,true,2
google-research/bert,7.81,32,0,753,Python,0.3100,9684,Apache License 2.0,false,2
evanw/esbuild,10.17,263,315,7,Go,0.8616,1335,MIT License,true,7
ToolJet/ToolJet,5.38,9051,593,2,JavaScript,0.8957,5325,GNU Affero General Public License v3.0,true,12
Kong/insomnia,10.32,4214,561,0,TypeScript,0.8173,2356,Apache License 2.0,true,11
go-gorm/gorm,12.81,790,12,52,Go,0.9263,4175,MIT License,true,2
koalaman/shellcheck,13.75,346,30,12,Haskell,0.6307,1940,GNU General Public License v3.0,true,3
siddharthvaddem/openscreen,0.85,195,13,60,TypeScript,0.9208,3011,MIT License,true,9
videojs/video.js,16.26,1829,336,13,JavaScript,0.8865,7475,Other,true,4
schollz/croc,8.83,362,204,0,Go,0.9902,1584,MIT License,true,8
llvm/llvm-project,9.69,96638,159,0,LLVM,0.7011,18258,Other,true,56
langchain-ai/langgraph,3.02,3908,559,0,Python,0.6990,6693,MIT License,true,5
2noise/ChatTTS,2.22,223,7,128,Python,0.9157,4258,GNU Affero General Public License v3.0,true,3
vadimdemedes/ink,9.18,323,81,4,TypeScript,0.9630,1038,MIT License,true,1
novuhq/novu,4.97,8415,144,0,TypeScript,0.9690,4427,Other,true,9
mindsdb/mindshub,8.04,5923,339,3,Makefile,0.9995,6229,MIT License,true,2
floodsung/Deep-Learning-Papers-Reading-Roadmap,9.84,28,0,1358,Python,0.0862,7269,Não informado,false,1
lm-sys/FastChat,3.41,852,14,107,Python,0.5464,4786,Apache License 2.0,true,4
google/styleguide,11.24,201,0,74,HTML,0.6775,12943,Other,false,7
qbittorrent/qBittorrent,14.53,4403,4,0,C++,0.8546,4822,Other,true,11
halo-dev/halo,8.41,3225,269,2,Java,0.9762,10317,GNU General Public License v3.0,true,13
QuivrHQ/quivr,3.26,1824,354,403,Python,0.9916,3727,Other,true,2
pola-rs/polars,6.26,13649,265,2,Rust,0.8084,3022,MIT License,true,8
TeamNewPipe/NewPipe,10.95,1885,147,0,Java,0.8661,3728,GNU General Public License v3.0,true,4
google/leveldb,11.97,65,21,158,C++,0.6783,8209,"BSD 3-Clause ""New"" or ""Revised"" License",true,3
freeCodeCamp/devdocs,12.81,1018,0,0,Ruby,0.8589,2621,Mozilla Public License 2.0,true,8
AstrBotDevs/AstrBot,3.69,1708,250,0,Python,0.8402,2800,GNU Affero General Public License v3.0,true,10
suno-ai/bark,3.36,19,0,727,Jupyter Notebook,0.5021,4672,MIT License,false,2
ShareX/ShareX,12.85,0,90,0,C#,0.9127,3892,GNU General Public License v3.0,true,5
DeusData/codebase-memory-mcp,0.47,479,43,0,C,0.5241,3131,MIT License,true,16
drawdb-io/drawdb,3.09,438,0,0,JavaScript,0.6413,3187,GNU Affero General Public License v3.0,true,4
google/googletest,11.05,833,12,0,C++,0.8651,10845,"BSD 3-Clause ""New"" or ""Revised"" License",false,7
HKUDS/LightRAG,1.87,1552,80,0,Python,0.8713,5469,MIT License,true,9
wshobson/agents,1.06,161,0,1,Python,0.9550,4139,MIT License,true,4
mattermost/mattermost,11.17,22278,1000,0,TypeScript,0.9368,8913,Other,true,13
preactjs/preact,10.93,2084,251,3,JavaScript,0.9902,2042,MIT License,true,2
rapid7/metasploit-framework,14.96,12049,0,3,Ruby,0.9242,14944,Other,true,28
Dogfalo/materialize,11.93,449,41,16,JavaScript,0.8807,4605,MIT License,false,3
RSSNext/Folo,2.36,1517,113,1,TypeScript,0.8567,2110,GNU Affero General Public License v3.0,true,11
datalab-to/marker,2.80,233,72,9,Python,0.4702,2766,Apache License 2.0,true,2
deepseek-ai/awesome-deepseek-integration,2.60,288,0,174,Não informado,0.8191,4226,Creative Commons Zero v1.0 Universal,false,0
spacedriveapp/spacedrive,4.89,1968,28,18,Rust,0.9578,1331,Other,true,12
aseprite/aseprite,11.99,548,130,2,C++,0.5852,8681,Não informado,true,8
YunaiV/ruoyi-vue-pro,5.56,78,66,2,Java,0.9912,8378,MIT License,true,8
lapce/lapce,8.52,1184,35,32,Rust,0.5949,1316,Apache License 2.0,true,6
DioxusLabs/dioxus,5.58,2081,42,2,Rust,0.7558,1848,Apache License 2.0,true,12
ajeetdsouza/zoxide,6.45,262,38,6,Rust,0.8678,863,MIT License,true,4
ant-design/ant-design-pro,8.98,1176,33,3,TypeScript,0.9956,8254,MIT License,true,4
gto76/python-cheatsheet,8.56,0,1,18,Python,1.0000,6701,Não informado,false,4
naptha/tesseract.js,11.15,205,57,91,JavaScript,0.9580,2379,Apache License 2.0,true,2
bytedance/UI-TARS-desktop,1.57,1074,38,11,TypeScript,0.4052,3896,Apache License 2.0,true,8
Yeachan-Heo/oh-my-claudecode,0.60,1667,244,0,TypeScript,0.9986,3465,MIT License,true,5
google-research/google-research,7.87,34,0,0,Jupyter Notebook,0.2404,8462,Apache License 2.0,false,31
chatchat-space/Langchain-Chatchat,3.38,621,31,279,Python,0.9986,6261,Apache License 2.0,true,4
kilimchoi/engineering-blogs,11.18,681,0,725,Ruby,0.7857,2027,Não informado,true,1
huiyadanli/RevokeMsgPatcher,7.07,14,21,0,C#,0.9466,4056,GNU General Public License v3.0,true,1
httpie/cli,14.47,406,47,607,Python,0.7956,3994,"BSD 3-Clause ""New"" or ""Revised"" License",true,5
google/langextract,1.11,120,18,5,Python,0.6205,2695,Apache License 2.0,true,3
dotnet/aspnetcore,12.43,19799,296,0,C#,0.9047,10932,MIT License,true,19
istio/istio,9.74,30555,447,1,Go,0.9825,8363,Apache License 2.0,false,11
portainer/portainer,10.24,4786,189,1,TypeScript,0.8859,2876,zlib License,false,10
umami-software/umami,6.08,959,109,2,TypeScript,0.9816,7780,MIT License,true,5
sqlmapproject/sqlmap,14.14,185,11,0,Python,0.9954,6338,Other,true,8
PhilJay/MPAndroidChart,12.31,191,44,437,Java,0.5837,8983,Other,false,1
impress/impress.js,14.63,125,15,24,JavaScript,0.8948,6576,MIT License,true,3
frappe/erpnext,15.19,32104,1000,0,Python,0.9007,12485,GNU General Public License v3.0,true,6
huihut/interview,8.52,36,0,357,C++,0.9701,8079,Other,false,3
docker/compose,12.69,3946,283,0,Go,0.9922,5786,Apache License 2.0,true,6
ueberdosis/tiptap,7.99,1795,984,1,TypeScript,0.7964,3082,MIT License,true,3
xyflow/xyflow,7.09,1591,384,3,TypeScript,0.9623,2507,MIT License,true,4
harness/harness,12.52,1060,59,2,Go,0.9538,3338,Apache License 2.0,true,10
hyprwm/Hyprland,4.42,2925,117,0,C++,0.9935,1927,"BSD 3-Clause ""New"" or ""Revised"" License",true,9
github/awesome-copilot,1.18,1249,0,2,Python,0.9197,4782,MIT License,true,12
bojieli/ai-agent-book,0.94,696,1,0,Python,0.9881,4166,Apache License 2.0,true,12
vlang/v,7.52,13782,304,0,V,0.9965,2268,MIT License,true,21
FreeCodeCampChina/freecodecamp.cn,9.88,55,0,1127,CSS,0.7568,1419,Other,false,3
PostHog/posthog,6.56,53963,891,0,Python,0.6775,3186,Other,true,23
servo/servo,14.52,25700,13,0,Rust,0.8212,3748,Mozilla Public License 2.0,true,23
anthropics/prompt-eng-interactive-tutorial,2.37,1,0,168,Jupyter Notebook,0.0952,4142,Não informado,false,2
denysdovhan/wtfjs,9.09,127,25,44,JavaScript,0.8067,2679,Do What The F*ck You Want To Public License,true,2
TencentARC/GFPGAN,5.41,14,8,751,Python,0.2647,6292,Other,true,1
NervJS/taro,8.36,3498,211,5,TypeScript,0.8900,4879,Other,true,12
fengdu78/Coursera-ML-AndrewNg-Notes,8.78,14,0,356,HTML,0.2143,11176,Não informado,false,3
karpathy/LLM101n,2.22,0,0,745,Não informado,0.0000,2076,Não informado,false,0
alibaba/arthas,7.96,626,78,2,Java,0.8192,7636,Apache License 2.0,true,17
TriliumNext/Trilium,9.23,3162,353,0,TypeScript,0.8907,2509,GNU Affero General Public License v3.0,true,15
alebcay/awesome-shell,12.11,307,0,353,Não informado,0.3594,2551,Creative Commons Zero v1.0 Universal,true,0
aquasecurity/trivy,7.35,3712,92,2,Go,0.9477,593,Apache License 2.0,true,6
directus/directus,13.68,9172,371,1,TypeScript,0.9651,4900,Other,true,8
PKUanonym/REKCARC-TSC-UHT,7.37,198,0,28,HTML,0.8919,7838,Creative Commons Attribution Share Alike 4.0 International,false,31
LAION-AI/Open-Assistant,3.68,1616,127,729,Python,0.8612,3282,Apache License 2.0,true,8
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,3.39,0,8,12,Python,0.7241,5205,MIT License,false,7
shiyu-coder/Kronos,1.13,19,0,125,Python,0.2921,6223,MIT License,false,3
exacity/deeplearningbook-chinese,9.69,16,7,2448,TeX,0.6814,9110,Não informado,false,4
eugenp/tutorials,13.30,13828,0,1,Java,0.9836,53324,MIT License,false,48
pbatard/rufus,14.74,1,90,13,C,0.9967,3138,GNU General Public License v3.0,true,12
stanfordnlp/dspy,3.60,1695,110,0,Python,0.8114,3227,MIT License,true,2
openai/gym,10.30,1000,19,142,Python,0.9386,8685,Other,true,3
0voice/interview_internal_reference,7.19,35,0,298,Python,0.3725,9336,Não informado,false,1
Wei-Shaw/sub2api,0.66,1395,37,0,Go,0.3139,7678,GNU Lesser General Public License v3.0,true,12
myshell-ai/OpenVoice,2.71,18,0,484,Python,0.2089,4146,MIT License,false,2
IceWhaleTech/CasaOS,4.89,275,97,375,Go,0.5253,2178,Apache License 2.0,true,4
huggingface/pytorch-image-models,7.54,559,78,5,Python,0.9595,5186,Apache License 2.0,true,3
satwikkansal/wtfpython,8.97,113,2,215,Python,0.6991,2665,Do What The F*ck You Want To Public License,true,1
markedjs/marked,15.06,1735,178,1,JavaScript,0.9953,3657,Other,true,3
SagerNet/sing-box,4.13,210,582,1,Go,0.9200,4439,Other,true,6
patchy631/ai-engineering-hub,1.82,68,0,20,Jupyter Notebook,0.5400,6106,MIT License,false,8
fastify/fastify,9.88,3447,321,0,JavaScript,0.9766,2978,MIT License,true,3
AobingJava/JavaFamily,6.76,2,0,286,Não informado,0.9091,7762,Não informado,false,0
Textualize/textual,5.36,2311,223,36,Python,0.9047,1315,MIT License,true,5
mouredev/Hello-Python,4.04,0,0,370,Python,0.9120,2334,Apache License 2.0,false,1
lfnovo/open-notebook,1.82,460,42,0,TypeScript,0.8174,4238,MIT License,true,8
babysor/MockingBird,5.03,82,1,166,Python,0.4646,5191,Other,false,4
soxoj/maigret,6.14,1057,29,0,Python,0.9924,2854,MIT License,true,9
CopilotKit/CopilotKit,3.16,3868,1000,0,TypeScript,0.8839,4547,MIT License,true,12
shadowsocks/shadowsocks-android,13.67,258,186,7,Kotlin,0.9731,11462,Other,true,7
musistudio/claude-code-router,1.47,74,22,2,TypeScript,0.3019,3060,MIT License,true,6
Dokploy/dokploy,2.33,1669,168,2,TypeScript,0.7714,2868,Other,true,6
veggiemonk/awesome-docker,11.90,1047,1,17,Não informado,0.9677,3349,Apache License 2.0,true,0
typeorm/typeorm,10.46,2669,45,3,TypeScript,0.9490,6660,MIT License,true,2
microsoft/Data-Science-For-Beginners,5.45,497,0,5,Jupyter Notebook,0.9928,7426,MIT License,false,4
google-ai-edge/mediapipe,7.18,201,67,4,C++,0.9368,6121,Apache License 2.0,true,16
date-fns/date-fns,11.86,1073,127,6,TypeScript,0.6764,1996,Não informado,true,7
jaywcjlove/linux-command,9.76,377,32,5,Markdown,0.6557,6598,MIT License,true,6
ashishpatel26/500-AI-Agents-Projects,1.65,17,0,20,Python,0.2174,6524,MIT License,true,4
mpv-player/mpv,13.84,4134,89,0,C,0.9103,3470,Other,true,11
ZuodaoTech/everyone-can-use-english,7.42,464,48,48,TypeScript,0.7584,5061,GNU General Public License v3.0,true,11
1Panel-dev/1Panel,4.08,5352,125,2,Go,0.9602,3296,GNU General Public License v3.0,true,6
inkonchain/docs,2.28,418,0,3,MDX,0.3171,471,Não informado,true,5
khoj-ai/khoj,5.00,500,173,14,Python,0.8380,2386,GNU Affero General Public License v3.0,true,9
xinntao/Real-ESRGAN,5.08,21,10,740,Python,0.2343,4441,"BSD 3-Clause ""New"" or ""Revised"" License",true,1
inkonchain/node,2.26,40,6,11,Shell,0.4516,639,MIT License,true,1
hankcs/HanLP,11.85,79,62,273,Python,0.9944,10923,Apache License 2.0,true,3
doocs/leetcode,7.92,4703,21,0,Java,0.9375,9484,Creative Commons Attribution Share Alike 4.0 International,true,20
nextcloud/server,10.21,34094,461,0,PHP,0.8768,5113,GNU Affero General Public License v3.0,true,12
open-guides/og-aws,10.09,498,0,730,Shell,0.3886,3883,Creative Commons Attribution 4.0 International,true,1
glanceapp/glance,2.30,110,34,78,Go,0.5581,1409,GNU Affero General Public License v3.0,true,6
songquanpeng/one-api,3.32,287,55,219,JavaScript,0.4915,6801,MIT License,true,7
inkonchain/ink-kit,1.78,91,0,300,TypeScript,0.6000,431,MIT License,true,6
GorvGoyl/Clone-Wars,5.70,130,0,740,Não informado,0.7778,3276,GNU Affero General Public License v3.0,false,0
formulahendry/955.WLB,7.39,18,0,559,Não informado,0.3130,1740,Não informado,false,0
SheetJS/sheetjs,13.70,106,0,850,Não informado,0.9501,7926,Apache License 2.0,false,0
tinyhumansai/openhuman,0.49,2996,56,0,Rust,0.9141,3614,GNU General Public License v3.0,true,12
reworkd/AgentGPT,3.36,541,12,474,TypeScript,0.7186,9286,GNU General Public License v3.0,true,8
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,5.62,3,0,380,Não informado,0.3421,7436,Não informado,true,0
keycloak/keycloak,13.12,20970,111,0,Java,0.8650,8799,Apache License 2.0,true,15
ItzCrazyKns/Vane,2.35,87,34,127,TypeScript,0.6588,4011,MIT License,true,6
PDFMathTranslate/PDFMathTranslate,1.94,154,24,83,Python,0.8593,3230,GNU Affero General Public License v3.0,true,4
microsoft/playwright-mcp,1.41,540,69,4,TypeScript,0.9989,3030,Apache License 2.0,true,3
jax-ml/jax,7.81,20661,139,0,Python,0.7616,3737,Apache License 2.0,true,9
AdguardTeam/AdGuardHome,10.11,125,243,2,TypeScript,0.8086,2465,GNU General Public License v3.0,true,8
hashicorp/vault,11.47,21334,182,1,Go,0.8247,4734,Other,true,13
pnpm/pnpm,10.55,4697,1000,0,Rust,0.6225,1649,MIT License,true,7
firecracker-microvm/firecracker,8.83,3690,90,2,Rust,0.9655,2562,Apache License 2.0,true,6
carbon-app/carbon,9.17,669,215,187,JavaScript,0.9050,1975,MIT License,true,2
geekxh/hello-algorithm,6.22,26,0,1160,Java,0.7500,6406,Não informado,false,1
lerna/lerna,10.70,1078,252,5,TypeScript,0.8949,2267,MIT License,true,5
slatedocs/slate,12.92,298,28,196,Não informado,0.9179,364,Não informado,false,0
zsh-users/zsh-autosuggestions,12.81,116,0,418,Shell,0.7352,1937,MIT License,true,4
blader/humanizer,0.58,16,2,25,Python,0.8222,3200,MIT License,true,1
HKUDS/DeepTutor,0.63,274,66,0,Python,0.8062,4530,Apache License 2.0,true,8
chatwoot/chatwoot,7.01,6234,148,0,Ruby,0.8329,8621,Other,true,11
filebrowser/filebrowser,10.93,847,157,16,Go,1.0000,4012,Apache License 2.0,true,8
medusajs/medusa,6.58,9294,163,1,TypeScript,0.9880,5096,Other,true,6
Crosstalk-Solutions/project-nomad,1.15,407,76,1,TypeScript,0.9178,3596,Apache License 2.0,true,7
wailsapp/wails,7.67,2118,355,0,Go,0.9381,1801,MIT License,true,16
solidjs/solid,8.31,455,37,3,TypeScript,0.9810,1089,MIT License,true,3
XingangPan/DragGAN,3.25,18,0,820,Python,0.2396,3404,Other,false,6
junegunn/vim-plug,12.93,181,8,86,Vim Script,0.9301,1938,MIT License,true,2
OpenBMB/VoxCPM,0.92,25,14,4,Python,0.7138,4092,Apache License 2.0,true,1
alan2207/bulletproof-react,5.21,75,0,94,TypeScript,0.6864,3249,MIT License,true,5
airbnb/lottie-android,9.86,720,63,181,Java,0.9680,5428,Apache License 2.0,true,4
jondot/awesome-react-native,11.39,912,0,772,JavaScript,0.4935,4030,Não informado,false,3
koajs/koa,13.07,554,18,5,JavaScript,0.9807,3229,MIT License,true,1
opentofu/manifesto,3.01,765,0,516,HTML,0.5385,1030,Apache License 2.0,true,3
gchq/CyberChef,9.72,785,457,2,JavaScript,0.6565,4094,Apache License 2.0,true,4
searxng/searxng,5.35,3143,0,0,Python,0.9019,3248,GNU Affero General Public License v3.0,true,9
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,11.39,98,0,592,JavaScript,0.6667,5831,MIT License,false,1
restic/restic,12.30,2442,51,15,Go,0.8460,1830,"BSD 2-Clause ""Simplified"" License",true,5
refinedev/refine,5.57,4697,1000,72,TypeScript,0.9937,3188,MIT License,true,6
microsoft/graphrag,2.39,753,41,2,Python,0.9964,3733,MIT License,true,6
continuedev/continue,3.23,4078,827,0,TypeScript,0.9254,5240,Apache License 2.0,true,18
drizzle-team/drizzle-orm,5.15,713,182,4,TypeScript,0.6295,1529,Apache License 2.0,true,2
Yuan1z0825/nature-skills,0.31,133,0,0,Python,1.0000,1997,Apache License 2.0,true,5
jqlang/jq,14.08,709,16,4,C,0.8468,1822,Other,true,10
permissionlesstech/bitchat,1.12,508,20,0,Swift,0.9035,5653,The Unlicense,true,6
alvarotrigo/fullPage.js,12.90,327,109,152,JavaScript,0.9735,7104,GNU General Public License v3.0,false,3
kuchin/awesome-cto,9.66,18,0,167,Não informado,1.0000,2192,Creative Commons Zero v1.0 Universal,false,0
casey/just,10.16,1794,146,3,Rust,0.8854,829,Creative Commons Zero v1.0 Universal,true,8
nativefier/nativefier,11.12,261,99,1052,TypeScript,0.7937,2237,MIT License,true,6
typicode/husky,12.15,263,80,149,JavaScript,0.9264,1098,MIT License,true,2
geekcomputers/Python,14.71,2033,0,3,Python,0.2970,12924,MIT License,true,14
tailscale/tailscale,6.54,8697,159,0,Go,0.6232,3075,"BSD 3-Clause ""New"" or ""Revised"" License",true,15
sahat/hackathon-starter,12.76,605,18,2,JavaScript,0.9986,8131,MIT License,true,5
VectifyAI/PageIndex,1.38,88,6,0,Python,0.4380,3098,MIT License,true,1
blakeblackshear/frigate,7.55,4154,81,0,TypeScript,0.9872,3507,MIT License,true,11
fxsjy/jieba,13.88,96,9,725,Python,0.2634,6687,MIT License,false,2
geekan/HowToLiveLonger,4.34,14,0,454,Não informado,0.7254,2368,The Unlicense,true,0
unknwon/the-way-to-go_ZH_CN,13.40,592,0,732,Go,0.0000,8491,Não informado,false,7
